2311,3,3
2316,1,1
2317,1,1
2318,3,3
2332,1,1
2336,3,3
2338,4,4
2343,1,1
2344,1,1
2345,3,3
2359,3,3
2363,3,3
2365,4,4
2370,1,1
2371,1,1
2372,3,3
2386,1,1
2390,1,1
2392,4,4
2397,4,1
2398,4,1
2399,3,3
2410,1,1
2412,1,1
2414,3,3
2423,1,1
2431,1,1
2436,4,4
2440,1,1
2444,3,3
2446,4,4
2451,1,1
2452,1,1
2453,3,3
2467,1,1
2471,1,1
2473,4,4
2475,4,4
2481,4,1
2485,3,3
2486,3,3
2490,3,3
2495,4,1
2496,4,1
2497,3,1
2511,1,1
2515,1,1
2517,4,4
2522,1,1
2523,1,1
2524,3,3
2538,3,3
2542,3,3
2544,4,4
2546,4,4
2552,4,1
2556,3,3
2557,3,3
2561,3,3
2566,1,1
2567,1,1
2568,3,3
2582,1,1
2586,3,3
2588,4,4
2593,4,1
2594,1,1
2595,3,3
2609,3,3
2613,3,3
2615,4,4
2620,1,1
2621,1,1
2622,3,3
2636,1,1
2640,3,3
2642,4,4
2647,1,1
2648,1,1
2649,3,3
2663,3,3
2667,3,3
2669,4,4
2671,4,4
2677,4,4
2681,3,3
2682,3,3
2686,3,3
2691,1,1
2692,1,1
2693,3,3
2707,1,1
2711,3,3
2713,4,3
2718,1,1
2719,1,1
2720,3,3
2734,1,1
2738,1,1
2740,4,4
2742,4,4
2748,4,1
2752,3,3
2753,1,1
2762,1,1
2763,1,1
2764,3,3
2778,3,3
2782,1,1
2784,4,4
2789,1,1
2790,1,1
2791,3,1
2805,1,1
2809,1,1
2811,4,4
2816,1,1
2817,1,1
2818,3,3
2832,1,1
2836,1,1
2838,4,4
2843,4,1
2844,1,1
2845,3,3
2859,3,3
2863,3,3
2865,4,4
2870,1,1
2871,1,1
2872,3,3
2886,1,1
2890,1,1
2892,4,4
2894,4,4
2900,3,3
2904,2,3
2905,3,3
2909,3,3
2914,1,1
2915,1,1
2916,3,3
2930,1,1
2934,3,3
2936,4,4
2941,1,1
2942,1,1
2943,3,3
2957,1,1
2961,1,1
2963,4,4
2968,4,1
2969,1,1
2970,3,1
2984,1,1
2988,1,1
2990,4,4
2995,1,1
2996,1,1
2997,3,3
3011,1,1
3015,1,1
3017,4,4
3019,4,4
3025,4,4
3029,3,3
3030,3,3
3034,3,3
3036,4,4
3042,4,4
3046,3,3
3047,3,3
3051,3,3
3056,1,1
3057,1,1
3058,3,1
3072,1,1
3076,3,3
3078,4,4
3083,1,1
3084,1,1
3085,3,3
3099,1,1
3103,1,1
3105,4,4
3107,4,4
3113,4,4
3117,3,3
3118,3,3
3122,3,3
3124,4,4
3130,4,4
3134,3,3
3135,3,3
3139,3,3
3144,4,1
3145,1,1
3146,3,3
3160,1,1
3164,1,1
3166,4,4
3171,1,1
3172,1,1
3173,3,3
3187,1,1
3191,1,1
3193,4,4
3198,1,1
3199,1,1
3200,3,3
3214,1,1
3218,3,3
3220,4,4
3225,1,1
3226,4,1
3227,3,3
3241,1,1
3245,1,1
3247,4,4
3252,1,1
3253,1,1
3254,3,3
3268,1,1
3272,1,1
3274,4,4
3279,1,1
3280,1,1
3281,3,3
3295,1,1
3299,1,1
3301,4,4
3306,1,1
3307,1,1
3308,3,3
3322,3,3
3326,3,3
3328,4,4
3333,4,1
3334,4,1
3335,3,3
3349,1,1
3353,1,1
3355,4,4
3360,1,1
3361,1,1
3362,3,3
3376,1,1
3380,1,1
3382,4,4
3384,4,4
3390,4,4
3394,3,3
3395,3,3
3399,3,3
3404,1,1
3405,1,1
3406,3,3
3420,3,3
3424,3,3
3426,4,4
3431,4,1
3432,1,1
3433,3,3
3447,1,1
3451,1,1
3453,4,4
3458,1,1
3459,1,1
3460,3,3
3474,1,1
3478,1,1
3480,4,4
3482,4,4
3488,4,4
3492,3,3
3493,3,3
3497,3,3
3502,1,1
3503,1,1
3504,3,3
3518,1,1
3522,1,1
3524,4,4
3529,1,1
3530,4,1
3531,3,3
3545,1,1
3549,1,1
3551,4,4
3556,1,1
3557,4,1
3558,3,3
3572,1,1
3576,3,3
3578,4,4
3583,1,1
3584,1,1
3585,3,3
3599,1,1
3603,1,1
3605,4,4
3610,4,1
3611,1,1
3612,3,3
3626,1,1
3630,1,1
3632,4,4
3637,1,1
3638,1,1
3639,3,3
3653,1,1
3657,3,3
3659,4,4
3661,4,4
3667,4,4
3671,3,3
3672,3,3
3676,3,3
3681,1,1
3682,1,1
3683,3,3
3697,1,1
3701,1,1
3703,4,4
3708,1,1
3709,1,1
3710,3,3
3724,1,1
3728,1,1
3730,4,4
3735,1,1
3736,1,1
3737,3,3
3751,1,1
3755,3,3
3757,4,4
3762,1,1
3763,1,1
3764,3,3
3778,1,1
3782,1,1
3784,4,4
3786,4,4
3792,4,4
3796,3,3
3797,3,3
3801,3,3
3806,1,1
3807,1,1
3808,3,3
3822,1,1
3826,3,3
3828,4,4
3833,1,1
3834,1,1
3835,3,1
3849,1,1
3853,1,1
3855,4,4
3860,4,1
3861,1,1
3862,3,3
3876,1,1
3880,3,3
3882,4,4
3884,2,1
3890,1,1
3893,1,1
3899,1,3
3903,1,3
3914,4,4
3922,1,1
3953,1,1
3956,4,4
3957,2,2
3958,4,4
3969,1,3
3970,1,1
3971,1,1
3975,1,1
3978,4,4
3980,2,2
3984,2,2
3985,1,1
3986,4,3
3987,2,3
3989,1,1
3992,1,1
3993,1,1
3994,1,1
3999,1,1
4002,1,1
4003,1,1
4004,1,1
4009,1,1
4012,1,1
4013,1,1
4017,1,1
4020,3,1
4021,3,1
4032,3,3
4033,3,3
4034,3,3
4035,3,3
4036,3,3
4037,3,3
4038,3,3
4039,3,3
4040,3,3
4041,3,3
4042,2,2
4044,2,4
4053,1,1
4054,1,1
4057,1,1
4067,1,1
4084,3,4
4089,3,3
4097,1,1
4103,1,1
4105,3,1
4110,4,4
4111,2,2
4112,4,4
4123,3,3
4124,1,1
4125,1,1
4129,1,1
4132,4,4
4134,2,2
4138,2,2
4139,1,1
4140,4,3
4141,3,3
4143,1,1
4146,1,1
4147,1,1
4148,1,1
4153,1,1
4156,1,1
4157,1,1
4158,1,1
4163,1,1
4166,1,1
4167,1,1
4171,1,1
4174,1,1
4175,3,1
4186,3,3
4187,3,3
4188,1,3
4189,3,3
4190,3,3
4191,3,3
4192,3,3
4193,3,3
4194,3,3
4195,3,3
4196,2,2
4198,2,4
4207,1,1
4208,1,1
4211,1,1
4221,1,1
4238,3,1
4243,3,1
4251,1,1
4254,3,3
4257,1,1
4259,1,1
4265,3,1
4270,3,1
4278,1,1
4281,3,3
4284,1,1
4286,1,1
4292,3,1
4297,3,1
4305,1,1
4308,3,3
4311,1,1
4313,1,1
4319,3,1
4324,3,1
4332,1,1
4335,3,3
4338,1,1
4340,1,1
4345,4,4
4346,2,2
4347,4,4
4358,3,3
4359,1,1
4360,1,1
4364,1,1
4367,4,4
4369,2,2
4373,2,3
4374,1,1
4375,3,3
4376,3,3
4378,1,1
4381,1,1
4382,1,1
4383,1,1
4388,1,1
4391,1,1
4392,1,1
4393,1,1
4398,1,1
4401,3,1
4402,3,1
4406,1,1
4409,1,1
4410,1,1
4421,1,3
4422,3,3
4423,1,3
4424,3,3
4425,3,3
4426,4,3
4427,3,3
4428,3,3
4429,3,3
4430,3,3
4431,4,3
4433,1,1
4442,1,1
4443,1,1
4446,1,1
4475,1,1
4479,3,1
4484,3,1
4492,1,1
4495,3,3
4498,1,1
4500,3,1
4505,4,4
4506,4,1
4507,4,4
4518,3,3
4519,1,1
4520,1,1
4524,1,1
4527,4,4
4529,2,2
4533,3,3
4534,1,1
4535,3,3
4536,3,3
4538,1,1
4541,1,1
4542,1,1
4543,1,1
4548,1,1
4551,1,1
4552,1,1
4553,1,1
4558,1,1
4561,1,1
4562,3,1
4566,1,1
4569,1,1
4570,3,1
4581,3,3
4582,1,3
4583,1,3
4584,3,3
4585,3,3
4586,3,3
4587,3,3
4588,3,3
4589,3,3
4590,3,3
4591,4,3
4593,1,1
4602,1,1
4603,1,1
4606,1,1
4633,3,1
4638,3,1
4646,1,1
4649,3,3
4652,1,1
4654,1,1
4659,4,4
4660,2,1
4661,4,4
4672,3,3
4673,1,1
4674,1,1
4678,1,1
4681,4,4
4683,2,2
4685,1,1
4687,2,2
4688,1,1
4689,3,3
4690,3,3
4692,1,1
4695,4,1
4696,1,1
4697,1,1
4702,1,1
4705,1,1
4706,4,1
4707,1,1
4712,1,1
4715,3,1
4716,3,1
4720,1,1
4723,3,1
4724,3,1
4735,3,3
4736,3,3
4737,1,3
4738,3,3
4741,3,3
4742,3,3
4743,1,3
4744,3,3
4745,2,2
4747,2,1
4756,1,1
4757,1,1
4760,1,1
4770,1,1
4787,3,1
4791,1,1
4792,3,1
4795,3,1
4800,1,1
4803,3,3
4806,1,1
4808,3,1
4813,4,4
4814,2,2
4815,4,4
4826,2,3
4827,1,1
4828,1,1
4832,1,1
4835,4,4
4837,2,2
4841,1,1
4842,1,1
4843,3,3
4844,3,3
4846,1,1
4849,1,1
4850,1,1
4851,1,1
4856,1,1
4859,1,1
4860,1,1
4861,1,1
4866,1,1
4869,3,1
4870,3,1
4874,1,1
4877,3,1
4878,3,1
4889,1,3
4890,3,3
4891,1,3
4892,3,3
4893,3,3
4894,4,3
4895,3,3
4896,3,3
4897,3,3
4898,3,3
4899,4,1
4901,1,1
4910,1,1
4911,1,1
4914,1,1
4940,4,4
4941,2,2
4942,4,4
4953,3,3
4954,1,1
4955,1,1
4959,1,1
4962,4,4
4964,2,2
4968,2,2
4969,1,1
4970,3,3
4971,3,3
4973,1,1
4976,1,1
4977,1,1
4978,1,1
4983,1,1
4986,1,1
4987,1,1
4988,1,1
4993,1,1
4996,1,1
4997,1,1
5001,1,1
5004,1,1
5005,3,1
5016,3,3
5017,3,3
5018,1,3
5019,3,3
5020,3,3
5021,3,3
5022,3,3
5023,3,3
5024,3,3
5025,3,3
5026,2,2
5028,2,1
5037,1,1
5038,1,1
5041,1,1
5063,3,1
5068,3,1
5073,3,1
5081,1,1
5087,1,1
5089,3,3
5094,2,2
5095,2,2
5096,4,4
5107,3,3
5108,1,1
5109,1,1
5113,1,1
5116,4,4
5118,2,2
5120,1,1
5122,2,2
5123,1,1
5124,3,3
5125,3,3
5127,1,1
5130,1,1
5131,1,1
5132,1,1
5137,1,1
5140,1,1
5141,1,1
5142,1,1
5147,1,1
5150,1,1
5151,3,1
5155,1,1
5158,3,1
5159,3,1
5170,3,3
5171,3,3
5172,2,2
5173,3,3
5174,3,3
5175,2,2
5176,3,3
5177,2,2
5178,2,2
5179,3,3
5180,2,2
5182,2,4
5191,1,1
5192,1,1
5195,1,1
5205,1,1
5221,2,2
5222,2,1
5223,4,4
5234,3,3
5235,1,1
5236,1,1
5240,1,1
5243,4,4
5245,2,2
5247,1,1
5249,2,2
5250,1,1
5251,3,3
5252,3,3
5254,1,1
5257,4,1
5258,4,1
5259,1,1
5264,1,1
5267,1,1
5268,1,1
5269,1,1
5274,1,1
5277,1,1
5278,1,1
5282,1,1
5285,3,1
5286,3,1
5297,3,3
5298,3,3
5299,1,3
5300,3,3
5301,3,3
5302,1,1
5303,3,3
5304,1,3
5305,1,3
5306,3,3
5307,2,3
5309,4,4
5318,1,1
5319,4,1
5322,1,1
5332,1,1
5349,3,2
5350,3,2
5371,1,1
5374,4,4
5375,2,2
5376,4,4
5387,3,3
5388,1,1
5389,1,1
5393,1,1
5396,4,4
5398,2,2
5400,1,1
5402,2,2
5403,1,1
5404,4,3
5405,3,3
5407,1,1
5410,1,1
5411,1,1
5412,1,1
5417,1,1
5420,1,1
5421,1,1
5422,1,1
5427,1,1
5430,1,1
5431,1,1
5435,1,1
5438,3,1
5439,3,1
5450,1,3
5451,1,3
5452,3,3
5453,3,3
5454,1,3
5455,3,3
5456,3,3
5457,3,3
5458,3,3
5459,3,3
5460,2,2
5462,2,4
5471,1,1
5472,3,3
5475,1,1
5485,1,1
5501,4,4
5502,2,2
5503,4,4
5514,3,3
5515,1,1
5516,1,1
5520,1,1
5523,4,4
5525,2,2
5529,2,3
5530,1,1
5531,3,3
5532,3,3
5534,1,1
5537,1,1
5538,1,1
5539,1,1
5544,1,1
5547,1,1
5548,1,1
5549,1,1
5554,1,1
5557,3,1
5558,3,1
5562,1,1
5565,1,1
5566,3,1
5577,3,3
5578,3,3
5579,3,3
5580,3,3
5581,3,3
5582,3,3
5583,3,3
5584,3,3
5585,3,3
5586,3,3
5587,4,3
5589,2,1
5598,1,1
5599,1,1
5602,1,1
5629,3,4
5634,1,1
5642,1,1
5648,1,1
5650,3,1
5666,4,4
5667,2,2
5668,4,4
5679,3,3
5680,1,1
5681,1,1
5685,1,1
5688,4,4
5690,2,2
5694,2,2
5695,1,1
5696,3,3
5697,3,3
5699,1,1
5702,1,1
5703,1,1
5704,1,1
5709,1,1
5712,1,1
5713,1,1
5714,1,1
5719,1,1
5722,1,1
5723,1,1
5727,1,1
5730,1,1
5731,3,1
5742,3,3
5743,3,3
5744,1,3
5745,3,3
5746,3,3
5747,3,3
5748,3,3
5749,3,3
5750,3,3
5751,3,3
5752,2,2
5754,2,1
5763,1,1
5764,1,1
5767,1,1
5777,1,1
5789,1,1
5793,4,4
5799,1,1
5819,1,1
5825,1,1
5826,3,3
5827,4,4
5828,4,4
5829,4,1
5830,4,4
5831,4,4
5832,4,4
5833,4,4
5834,4,4
5835,4,4
5836,4,4
5838,4,4
5839,2,2
5840,4,4
5851,3,3
5852,1,1
5853,1,1
5857,1,1
5860,4,4
5862,2,2
5866,2,3
5867,1,1
5868,3,3
5869,3,3
5871,1,1
5874,1,1
5875,1,1
5876,1,1
5881,1,1
5884,1,1
5885,1,1
5886,1,1
5891,1,1
5894,3,1
5895,3,1
5899,1,1
5902,1,1
5903,3,1
5914,3,3
5915,3,3
5916,3,3
5917,3,3
5918,3,3
5919,3,3
5920,3,3
5921,3,3
5922,3,3
5923,3,3
5924,2,2
5926,1,1
5935,1,1
5936,1,1
5965,2,2
5971,1,1
5973,1,1
5979,2,1
5984,4,4
5985,4,4
5989,4,4
5990,4,4
5991,3,3
5992,1,1
5996,1,1
6001,3,3
6004,1,1
6005,1,1
6006,1,1
6011,4,4
6015,4,4
6016,4,4
6019,3,3
6025,4,4
6027,1,1
6028,3,3
6032,1,1
6035,4,4
6039,4,4
6050,4,4
6053,3,3
6061,1,1
6077,3,3
6082,4,4
6083,4,4
6084,2,1
6085,2,2
6086,2,1
6087,2,2
6092,1,1
6093,1,1
6100,1,1
6102,4,3
6103,2,2
6107,2,2
6108,1,3
6118,4,4
6124,2,2
6127,3,3
6128,2,2
6131,4,4
6132,4,4
6134,4,1
6141,4,4
6143,4,1
6160,1,1
6181,4,4
6183,1,1
6189,1,1
6191,2,2
6199,4,4
6203,4,4
6215,4,4
6217,1,1
6223,1,1
6225,2,2
6233,4,4
6237,1,1
6244,4,1
6245,1,1
6246,1,1
6247,3,3
6248,3,3
6250,1,1
6251,3,3
6257,2,2
6265,4,4
6266,1,1
6269,4,4
6270,4,4
6273,3,3
6276,3,3
6277,3,3
6283,4,4
6296,4,4
6300,4,4
6301,4,4
6304,2,2
6314,1,1
6330,3,3
6335,4,4
6336,4,4
6337,4,4
6342,3,2
6345,3,3
6353,4,4
6354,1,1
6360,4,4
6362,1,1
6368,1,1
6370,2,2
6378,4,4
6379,4,4
6380,2,2
6381,3,3
6382,2,2
6384,1,1
6385,4,1
6386,4,1
6391,4,3
6392,4,4
6393,4,4
6397,4,4
6399,1,1
6405,1,1
6407,2,2
6415,4,4
6416,4,4
6423,4,4
6425,1,1
6431,1,1
6433,3,2
6441,4,4
6443,4,4
6445,1,1
6451,1,1
6453,2,2
6461,4,4
6462,4,4
6468,3,3
6471,4,1
6479,1,1
6480,1,1
6487,4,4
6493,2,2
6496,3,3
6497,2,2
6504,1,1
6517,1,1
6520,3,3
6525,4,4
6527,4,4
6529,1,1
6535,1,1
6537,2,2
6545,4,4
6557,2,2
6560,2,2
6563,4,4
6565,4,4
6566,4,4
6567,2,2
6568,3,3
6569,2,2
6571,1,1
6572,4,1
6578,4,3
6579,4,4
6580,4,4
6589,1,1
6602,1,1
6605,3,3
6610,4,4
6613,4,4
6631,1,1
6647,3,3
6652,4,4
6653,4,4
6658,3,3
6661,3,3
6669,1,1
6670,1,1
6682,1,1
6698,3,3
6701,4,4
6704,4,4
6709,1,1
6725,3,3
6726,3,3
6731,4,4
6733,1,1
6739,1,1
6741,2,2
6749,4,4
6752,4,4
6753,4,4
6764,4,4
6770,3,3
6773,4,1
6781,1,1
6789,4,4
6790,1,1
6793,4,4
6794,4,4
6797,2,2
6800,3,3
6801,2,2
6802,4,4
6803,4,4
6807,3,2
6810,3,3
6818,4,4
6819,1,1
6825,4,4
6831,3,3
6834,4,1
6842,1,1
6843,1,1
6848,4,4
6858,3,3
6860,4,4
6861,4,1
6864,2,2
6867,2,2
6868,2,1
6871,4,2
6901,4,4
6902,4,1
6905,2,2
6908,2,2
6909,2,1
6912,3,3
6913,3,3
6914,3,3
6916,4,4
6917,4,1
6920,2,2
6923,2,2
6924,2,1
6927,3,3
6928,3,3
6929,3,3
6931,4,4
6932,1,1
6935,2,2
6938,2,2
6939,2,1
6942,2,2
6948,1,1
6950,1,1
6956,2,1
6961,1,1
6962,1,1
6985,1,3
6992,4,2
6996,2,4
6997,1,1
7003,2,2
7007,1,1
7014,2,2
7015,1,1
7017,1,1
7019,1,1
7020,1,1
7029,1,1
7031,3,3
7034,3,1
7041,1,1
7042,3,3
7044,1,1
7059,1,1
7063,3,3
7064,3,3
7065,3,3
7074,2,2
7078,4,4
7084,4,2
7086,1,1
7092,2,2
7095,3,3
7096,3,3
7097,1,3
7099,2,4
7100,2,2
7101,1,1
7103,2,4
7104,2,4
7106,1,1
7114,2,2
7121,1,3
7123,1,1
7124,2,2
7127,4,2
7131,1,1
7137,4,4
7144,1,1
7146,1,3
7148,1,1
7153,2,2
7156,4,4
7167,1,2
7176,1,1
7180,1,1
7185,2,2
7186,1,1
7188,4,4
7198,1,1
7199,2,1
7200,2,2
7201,2,2
7203,1,1
7204,1,1
7205,3,3
7211,1,1
7212,2,1
7216,1,1
7222,2,2
7236,2,2
7254,1,1
7258,3,3
7274,3,3
7279,4,4
7297,1,1
7300,1,1
7314,2,2
7315,1,1
7327,2,2
7328,1,1
7340,4,2
7361,4,4
7363,4,4
7378,1,1
7384,1,1
7387,3,1
7389,4,2
7395,4,4
7398,2,4
7445,2,2
7448,4,4
7449,3,3
7452,4,4
7457,1,1
7461,4,4
7462,4,1
7463,4,1
7464,1,1
7465,1,1
7466,1,1
7468,1,1
7470,3,3
7471,1,1
7472,3,3
7473,1,1
7491,4,1
7494,4,3
7495,3,3
7496,3,3
7497,3,3
7507,1,1
7508,2,2
7512,4,4
7518,1,1
7533,3,3
7547,2,4
7588,2,2
7591,2,2
7595,4,4
7601,4,4
7613,4,1
7617,1,1
7622,2,2
7623,1,1
7625,1,1
7628,3,3
7644,3,3
7647,1,1
7649,4,1
7677,4,1
7678,4,1
7682,4,4
7683,4,4
7684,4,4
7685,1,1
7686,4,4
7693,4,1
7700,1,1
7701,1,1
7702,1,1
7703,1,1
7705,3,3
7712,4,4
7713,3,3
7715,3,3
7716,1,3
7728,1,1
7729,1,1
7735,4,4
7742,3,3
7744,2,4
7745,3,4
7750,1,1
7751,3,3
7752,1,1
7755,4,4
7756,4,4
7757,4,4
7767,1,3
7772,1,1
7776,1,1
7793,4,4
7801,2,2
7803,1,1
7807,4,4
7820,2,2
7824,4,4
7833,1,1
7839,1,1
7853,1,1
7858,1,1
7861,1,1
7863,4,4
7864,4,4
7865,4,4
7866,4,4
7872,1,1
7873,1,1
7879,1,1
7880,1,1
7885,1,1
7886,1,1
7888,1,1
7889,4,4
7890,4,4
7891,1,1
7892,2,2
7895,4,4
7896,2,2
7902,3,3
7904,1,1
7905,3,3
7916,2,2
7918,3,3
7929,2,2
7931,2,2
7951,1,1
7952,4,4
7953,1,1
7958,3,3
7974,3,1
7978,4,4
7983,4,4
7984,4,4
7988,1,1
7989,3,3
7999,1,1
8000,1,1
8003,3,2
8012,1,3
8013,1,1
8022,1,1
8023,4,4
8024,3,3
8025,3,1
8026,1,1
8033,1,1
8035,1,1
8036,1,1
8037,3,1
8040,1,1
8043,1,1
8046,1,1
8055,4,1
8060,1,1
8061,1,1
8084,1,1
8085,1,1
8086,4,4
8087,1,1
8091,1,1
8100,1,1
8107,4,4
8108,4,4
8109,1,1
8111,1,1
8112,1,1
8116,2,1
8126,1,1
8127,1,1
8142,1,1
8143,4,4
8146,4,4
8147,4,3
8151,3,1
8175,1,1
8176,4,4
8190,1,1
8191,4,4
8206,4,4
8207,4,4
8208,4,4
8209,1,1
8210,4,3
8212,3,3
8219,1,1
8220,4,3
8221,3,3
8227,4,4
8228,2,2
8245,1,1
8246,4,4
8247,4,4
8248,4,4
8249,2,2
8251,2,3
