79984,5.9184e+06,50079,5.674e+06,49962,5.7325e+06,27867,5.8408e+06,53561,5.7744e+06
6.0991e+06,1.5918e+08,4.9556e+06,9.645e+07,4.9586e+06,1.0045e+08,9.9734e+06,1.6218e+08,4.2893e+05,9.2946e+07
28363,5.1899e+06,16056,4.8498e+06,16074,4.9195e+06,39831,5.2137e+06,11961,5.1072e+06
1.6342e+06,4.0532e+07,8.6823e+05,3.1793e+07,11761,2.996e+07,17454,3.4815e+07,3.3312e+05,3.2867e+07
6.5497e+05,1.5207e+07,61621,1.2824e+07,61310,1.3232e+07,61349,1.3723e+07,68714,1.337e+07
7.0427e+05,1.6054e+07,3.9626e+05,1.4078e+07,3.9661e+05,1.4335e+07,3.1234e+05,1.4711e+07,3.2693e+05,1.435e+07
6.4302e+05,1.7739e+07,3.618e+05,1.3178e+07,3.6212e+05,1.3632e+07,2.8669e+05,1.3921e+07,2.9687e+05,1.372e+07
5.8326e+05,1.8467e+07,4.3751e+05,1.7584e+07,4.3781e+05,1.5555e+07,9.1154e+05,1.7615e+07,2.7656e+05,1.6783e+07
1.7368e+05,7.6645e+06,1.0864e+05,7.0129e+06,1.0767e+05,7.2344e+06,63605,7.3321e+06,1.1633e+05,7.2782e+06
25515,5.0286e+06,18404,4.9164e+06,18421,7.3229e+06,25967,4.9211e+06,12790,5.1659e+06
1.9101e+06,3.7025e+07,1.1446e+06,3.2142e+07,1.1454e+06,3.2533e+07,1.1783e+06,3.4075e+07,1.1114e+06,3.2637e+07
6.6927e+05,1.5325e+07,1.0495e+05,1.3237e+07,1.0385e+05,1.3793e+07,1.0398e+05,1.3679e+07,1.3133e+05,1.3543e+07
1.1803e+06,2.3085e+07,2.2148e+05,1.9297e+07,15010,1.8987e+07,13465,1.9875e+07,62760,1.9648e+07
5383,4.7481e+06,1361,4.4973e+06,1364,4.5849e+06,1457,4.6698e+06,1453,4.496e+06
4.0981e+06,7.6239e+07,3.3298e+06,6.5914e+07,3.3319e+06,6.9904e+07,6.6286e+06,7.8143e+07,2.2174e+05,6.6197e+07
86463,6.2537e+06,41891,6.0434e+06,21857,5.9296e+06,11119,6.007e+06,20793,5.974e+06
2.0424e+05,7.9456e+06,13714,7.2044e+06,8272,7.4292e+06,8307,7.4023e+06,14089,7.1103e+06
24783,5.5375e+06,19413,8.1715e+06,4501,7.6279e+06,1384,4.9017e+06,1491,4.934e+06
22303,5.2105e+06,15406,4.9886e+06,15429,4.9919e+06,31311,4.9694e+06,7130,4.9813e+06
1.1991e+06,2.4041e+07,7.4946e+05,2.1675e+07,7.5008e+05,2.1249e+07,5.6613e+05,2.1528e+07,8.0245e+05,2.1499e+07
5.2259e+05,1.3511e+07,2.7807e+05,1.2286e+07,2.7327e+05,1.1947e+07,1.839e+05,1.2061e+07,1.8465e+05,1.2085e+07
8.171e+05,1.8229e+07,7.6605e+05,1.6159e+07,7.5992e+05,1.6651e+07,6.6683e+05,1.755e+07,6.0650e+05,1.6571e+07
9.9117e+05,2.1983e+07,1.0152e+05,1.922e+07,48251,1.9562e+07,48286,1.9268e+07,79026,1.9189e+07
1.8808e+05,7.7084e+06,58939,7.2909e+06,58998,7.3768e+06,41698,7.3623e+06,58126,7.0923e+06
6.5497e+05,1.5449e+07,1.4346e+05,1.2888e+07,1.438e+05,1.3268e+07,1.0298e+05,1.3528e+07,1.1069e+05,1.3216e+07
5.2203e+05,1.2991e+07,98075,1.1228e+07,5402,1.1083e+07,4748,1.1346e+07,18639,1.1343e+07
2.9057e+05,9.5052e+06,45603,8.0888e+06,45753,8.3556e+06,45858,8.8121e+06,56815,8.5794e+06
621,5.5794e+06,470,5.5897e+06,454,5.6968e+06,476,5.5978e+06,459,5.5505e+06
4.7308e+05,1.2298e+07,1.7779e+05,1.0954e+07,1.7803e+05,1.1056e+07,1.69e+05,1.2095e+07,1.8458e+05,1.1112e+07
2.4439e+05,6.0438e+06,1.6809e+05,4.1119e+06,1.6822e+05,4.056e+06,3.6662e+05,4.0327e+06,2630,4.1371e+06
1.0117e+05,1.1174e+07,35628,1.0529e+07,35132,8.6287e+06,21344,1.0332e+07,36893,8.1403e+06
80612,6.066e+06,27867,5.8003e+06,27152,5.9251e+06,5270,6.1614e+06,8477,5.5977e+06
6.5843e+05,1.5187e+07,3.7047e+05,1.3345e+07,3.7081e+05,1.3707e+07,2.9296e+05,1.3988e+07,3.1803e+05,1.3851e+07
95880,6.2874e+06,71969,6.0057e+06,38816,6.1742e+06,61641,6.2185e+06,44508,6.0836e+06
