1.3141e+07,2.251e+08,2.2121e+08,2.2984e+08,2.034e+08
5.5032e+08,5.1881e+09,5.2512e+09,5.2067e+09,4.2177e+09
1.0604e+05,2.9522e+06,2.8468e+06,2.8769e+06,2.6594e+06
4.1529e+05,7.1243e+07,7.3275e+07,5.4938e+07,4.6406e+07
1.0907e+06,2.68e+07,3.5626e+07,2.8451e+07,2.4344e+07
2.559e+05,6.7436e+06,6.4623e+06,7.4838e+06,6.2885e+06
4721,1.7385e+06,1.5638e+06,1.5352e+06,1.4724e+06
8.0562e+05,1.0253e+07,1.3384e+07,1.0699e+07,9.4995e+06
5.612e+06,3.4502e+08,1.8982e+08,1.9126e+08,1.6102e+08
6.0135e+06,8.7657e+07,3.3177e+08,9.6566e+07,8.1445e+07
616,3.9607e+06,3.7864e+06,3.798e+06,3.7479e+06
3.7799e+06,4.201e+07,3.8635e+07,4.3435e+07,3.8904e+07
1.2562e+06,1.0571e+07,1.3428e+07,1.0239e+07,1.0133e+07
5.1944e+05,6.5178e+06,6.4316e+06,6.2115e+06,5.9721e+06
1.5774e+06,4.8517e+07,3.1679e+07,3.5637e+07,5.1371e+07
2.0512e+07,1.9754e+08,1.9216e+08,1.9011e+08,1.7911e+08
1.0001e+06,9.1105e+06,9.3534e+06,9.0204e+06,8.1633e+06
4.7143e+05,1.2834e+07,1.3636e+07,1.3683e+07,1.2112e+07
37555,2.6383e+06,2.3837e+06,2.5909e+06,2.278e+06
1.4399e+05,5.2985e+06,6.7069e+06,4.9464e+06,4.6692e+06
1.2284e+06,4.9079e+07,4.4979e+07,6.0208e+07,4.3202e+07
1.5032e+06,2.2184e+07,2.1819e+07,2.334e+07,2.0324e+07
3.1094e+07,6.2832e+08,3.006e+09,5.1889e+08,5.0099e+08
1.8686e+06,2.5695e+07,2.4682e+07,2.6917e+07,2.3455e+07
1.4396e+08,8.1187e+08,1.1493e+09,9.493e+08,7.8714e+08
1.5032e+06,2.2276e+07,2.1667e+07,2.3419e+07,2.0596e+07
5.8196e+05,2.0222e+07,1.8119e+07,2.3341e+07,1.7614e+07
5.0725e+06,9.347e+07,1.0928e+08,9.5327e+07,8.3426e+07
4.608e+06,4.6052e+07,4.2927e+07,4.3485e+07,4.2269e+07
5.9753e+05,1.4396e+07,1.2992e+07,1.4571e+07,1.303e+07
1.068e+06,1.278e+07,1.2146e+07,1.1736e+07,1.1133e+07
1.0714e+07,1.5245e+08,1.3538e+08,1.4642e+08,1.2853e+08
1.1692e+07,2.4097e+08,1.7878e+08,1.8511e+08,1.6643e+08
2.4506e+05,7.2762e+06,7.4196e+06,7.6043e+06,6.642e+06
9.556e+06,1.0154e+08,9.7735e+07,1.1102e+08,9.3214e+07
2.9298e+05,4.8649e+06,7.2104e+06,4.7212e+06,4.4425e+06
2.7304e+05,1.4463e+08,1.5376e+08,1.4894e+08,1.4394e+08
1752,8.901e+06,8.3819e+06,8.776e+06,8.5429e+06
1.0088e+06,2.1429e+07,4.1825e+07,2.2996e+07,1.9913e+07
1.127e+08,1.4477e+09,3.9671e+09,1.1822e+09,1.1003e+09
3.7294e+05,5.4414e+06,5.1124e+06,5.1731e+06,5.0674e+06
2.5623e+05,5.3659e+06,5.8985e+06,5.5024e+06,4.985e+06
1.8607e+05,3.9135e+06,3.7116e+06,3.8641e+06,3.5558e+06
1.3128e+05,2.95e+06,3.1727e+06,2.9184e+06,2.697e+06
1.239e+05,5.7493e+06,1.1259e+07,5.4804e+06,3.7025e+06
3.3693e+06,6.7052e+07,6.1906e+07,6.7742e+07,6.2613e+07
2.0187e+06,3.148e+07,2.8666e+07,3.2024e+07,2.9174e+07
2.2224e+05,7.2593e+06,7.2781e+06,7.6166e+06,6.6607e+06
3.5286e+07,3.4175e+08,3.922e+08,2.2678e+08,2.0379e+08
1.0655e+07,1.637e+08,1.445e+08,1.3548e+08,1.1972e+08
6.6463e+07,6.6148e+08,2.1638e+09,6.8725e+08,5.9136e+08
7.4947e+05,1.0569e+07,1.0035e+07,1.0272e+07,9.8806e+06
8.4556e+06,6.1997e+07,1.1362e+08,6.2878e+07,5.5104e+07
9.7271e+05,3.0587e+07,2.9415e+07,3.2945e+07,2.7216e+07
3.5919e+06,5.5031e+07,5.2231e+07,5.6573e+07,5.0499e+07
1.7292e+06,3.3298e+07,3.048e+07,3.7392e+07,2.9861e+07
3.9735e+07,4.4371e+08,4.5118e+08,4.1364e+08,3.923e+08
21120,2.1926e+06,2.0053e+06,2.0142e+06,1.9111e+06
3.2553e+06,5.1316e+07,4.8828e+07,5.2916e+07,4.734e+07
3.2629e+06,8.6022e+07,6.8449e+07,6.7697e+07,5.742e+07
1.5539e+05,3.5742e+06,3.434e+06,3.4954e+06,3.263e+06
1.2222e+06,3.1802e+07,2.9325e+07,3.7361e+07,2.8522e+07
3.0421e+06,4.184e+07,3.9652e+07,4.3801e+07,3.8494e+07
5.8081e+06,2.9154e+07,3.2994e+07,2.4492e+07,2.5785e+07
6543,2.5871e+07,2.51e+07,2.6627e+07,2.5905e+07
2.2691e+06,4.2478e+07,4.018e+07,4.4127e+07,3.881e+07
66750,3.5779e+06,3.6081e+06,3.9021e+06,3.2673e+06
4.4259e+06,1.0472e+08,1.2737e+08,1.1233e+08,9.5434e+07
1.9457e+05,4.9395e+06,4.6337e+06,4.9352e+06,4.5292e+06
4.5112e+07,3.3894e+08,6.7929e+08,3.3759e+08,3.2999e+08
30352,4.4812e+06,5.1505e+06,5.7212e+06,5.5642e+06
1.0487e+08,1.048e+09,1.0264e+09,9.6862e+08,9.0841e+08
45523,2.7546e+07,2.7079e+07,2.8176e+07,2.7211e+07
9.3247e+05,1.3115e+07,1.4252e+07,1.2673e+07,1.4034e+07
6.9072e+05,2.4e+07,2.3303e+07,2.5841e+07,2.229e+07
97178,3.0702e+06,3.0512e+06,2.9868e+06,2.7772e+06
1.0792e+06,1.1034e+07,1.1119e+07,1.137e+07,1.0131e+07
3.2772e+05,2.6394e+07,3.6306e+07,3.6604e+07,3.4473e+07
3.1497e+05,2.4266e+07,2.9093e+07,4.3903e+07,2.6246e+07
1.5083e+06,4.6378e+07,4.4798e+07,5.0642e+07,4.1138e+07
9.2915e+05,2.7525e+07,2.5821e+07,3.3229e+07,2.4427e+07
66929,6.5253e+06,6.4916e+06,6.9888e+06,6.9519e+06
8.4498e+05,3.1531e+07,2.7853e+07,3.1195e+07,2.5271e+07
1.5479e+05,3.1984e+06,4.4977e+06,3.109e+06,2.8786e+06
6485,3.3318e+07,3.3651e+07,3.41e+07,3.6558e+07
3.9474e+06,1.0239e+08,1.0229e+08,1.0807e+08,9.3785e+07
3.2176e+05,7.3684e+06,1.0268e+07,6.6095e+06,5.888e+06
6.3102e+05,1.0251e+07,9.3192e+06,1.1159e+07,9.359e+06
1.9229e+06,3.3015e+07,2.7534e+07,2.9322e+07,2.6256e+07
4.6318e+05,6.4639e+06,6.1656e+06,6.3492e+06,5.9792e+06
9.6947e+05,6.6707e+07,5.5303e+07,6.0067e+07,3.6765e+07
1.182e+05,3.7404e+06,3.528e+06,3.6511e+06,3.3423e+06
8921,1.8259e+06,1.7832e+06,1.5285e+06,1.4823e+06
1.441e+06,3.7854e+07,3.5222e+07,4.8119e+07,3.3868e+07
